,Web Link,URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy sponsor name,Postcode,Number of warning notices issued in 2022/23 academic year,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Latest ungraded inspection number since last graded inspection,Does the ungraded inspection relate to the URN of the current school?,URN at time of the ungraded inspection,LAESTAB at time of the ungraded inspection,School name at time of the ungraded inspection,School type at time of the ungraded inspection,Number of ungraded inspections since the last graded inspection,Date of latest ungraded inspection,Ungraded inspection publication date,Did the latest ungraded inspection convert to a graded inspection?,Ungraded inspection overall outcome,Number of monitoring and urgent inspections since last graded inspection,Inspection number of latest graded inspection,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Inspection end date,Publication date,Does the latest graded inspection relate to the URN of the current school?,URN at time of latest graded inspection,LAESTAB at time of latest graded inspection,School name at time of latest graded inspection,School type at time of latest graded inspection,Current school type used for chart C6,Overall effectiveness,Category of concern,Quality of education,Behaviour and attitudes,Personal development,Effectiveness of leadership and management,Safeguarding is effective?,Early years provision (where applicable),Sixth form provision (where applicable),Previous inspection number,Previous inspection start date,Previous inspection end date,Previous publication date,Does the previous graded inspection relate to the URN of the current school?,URN at time of previous graded inspection,LAESTAB at time of previous graded inspection,School name at time of previous graded inspection,School type at time of previous graded inspection,Previous graded inspection overall effectiveness,Previous category of concern,Previous quality of education,Previous behaviour and attitudes,Previous personal development,Previous effectiveness of leadership and management,Previous safeguarding is effective?,Previous early years provision (where applicable),Previous sixth form provision (where applicable)
12231,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/136778,136778.0,3304300.0,Sutton Coldfield Grammar School for Girls,Secondary,Academy Converter,01/06/2011,Selective,Has a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Sutton Coldfield,,,,,B73 5PT,,2.0,1228.0,11.0,18.0,,,,,,,,,,,,,10229061,S5 Inspection,S5 Inspection,Schools - S5,08/11/2022,09/11/2022,15/12/2022,Yes,136778.0,3304300.0,Sutton Coldfield Grammar School for Girls,Academy Converter,Academy converter,2.0,,2.0,2.0,2.0,2.0,Yes,9.0,2.0,ITS308347,27/02/2008,28/02/2008,20/03/2008,No,103521.0,3304300.0,Sutton Coldfield Grammar School for Girls,Community School,1.0,,9.0,9.0,9.0,1.0,9,9.0,2.0
12319,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/136882,136882.0,3304220.0,Aston Manor Academy,Secondary,Academy Converter,01/07/2011,Non-selective,Has a sixth form,None,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",3047.0,Equitas Academies Trust,3046.0,Equitas Academies Trust,B6 4PZ,,5.0,997.0,11.0,18.0,10032774.0,Yes,136882.0,3304220.0,Aston Manor Academy,Academy Converter,0.0,07/06/2017,04/07/2017,Yes,,,10032774,Maintained Academy and School Short inspection,Section 8 conversion,Schools  Section 8 conversion,06/06/2017,07/06/2017,04/07/2017,Yes,136882.0,3304220.0,Aston Manor Academy,Academy Converter,Academy converter,1.0,,9.0,9.0,9.0,1.0,Yes,9.0,1.0,ITS400222,26/02/2013,27/02/2013,18/03/2013,Yes,136882.0,3304220.0,Aston Manor Academy,Academy Converter,2.0,,9.0,9.0,9.0,1.0,9,9.0,9.0
12345,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/136908,136908.0,3305410.0,Fairfax,Secondary,Academy Converter,01/07/2011,Non-selective,Has a sixth form,None,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Sutton Coldfield,3076.0,FAIRFAX MULTI ACADEMY TRUST,3075.0,Fairfax,B75 7JT,,2.0,1583.0,11.0,18.0,10058621.0,Yes,136908.0,3305410.0,Fairfax,Academy Converter,2.0,19/03/2019,11/04/2019,No,School remains Good,,ITS355405,S5 Inspection,S5 Inspection,Schools - S5,10/02/2011,11/02/2011,07/03/2011,No,103557.0,3305410.0,Fairfax School,Foundation School,Academy Converter,2.0,,9.0,9.0,9.0,2.0,9,9.0,2.0,ITS308357,05/03/2008,05/03/2008,10/04/2008,No,103557.0,3305410.0,Fairfax School,Foundation School,2.0,,9.0,9.0,9.0,2.0,9,9.0,3.0
12371,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/136944,136944.0,3304000.0,Birmingham Ormiston Academy,Secondary,Academy Sponsor Led,01/09/2011,Non-selective,Has a sixth form,Does not apply,None,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",17523.0,BOA TRUST,,,B4 7QD,,3.0,1012.0,14.0,19.0,,,,,,,,,,,,,10227735,S5 Inspection,S5 Inspection,Schools - S5,23/05/2023,24/05/2023,16/07/2023,Yes,136944.0,3304000.0,Birmingham Ormiston Academy,Academy Sponsor Led,Academy sponsor led,2.0,,2.0,1.0,1.0,2.0,Yes,9.0,1.0,ITS399860,21/05/2013,22/05/2013,14/06/2013,Yes,136944.0,3304000.0,Birmingham Ormiston Academy,Academy Sponsor Led,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
12447,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137034,137034.0,3304241.0,Holyhead School,Secondary,Academy Converter,01/08/2011,Non-selective,Has a sixth form,None,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",4335.0,CENTRAL REGION SCHOOLS TRUST,17639.0,Central Region Schools Trust,B21 0HN,,5.0,1311.0,11.0,18.0,,,,,,,,,,,,,10133462,Exempt School Inspection,Section 8 deemed section 5,Schools - S8 deemed S5,04/02/2020,05/02/2020,18/03/2020,Yes,137034.0,3304241.0,Holyhead School,Academy Converter,Academy converter,2.0,,2.0,2.0,2.0,2.0,Yes,9.0,2.0,ITS429612,04/12/2013,05/12/2013,20/12/2013,Yes,137034.0,3304241.0,Holyhead School,Academy Converter,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0
12455,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137043,137043.0,3305408.0,King Edward VI Aston School,Secondary,Academy Converter,01/08/2011,Selective,Has a sixth form,Christian,Does not apply,Christian,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",16826.0,King Edward VI Academy Trust Birmingham,3623.0,King Edward VI Foundation,B6 6DJ,,5.0,989.0,11.0,18.0,,,,,,,,,,,,,10229063,S5 Inspection,S5 Inspection,Schools - S5,10/05/2022,11/05/2022,30/06/2022,Yes,137043.0,3305408.0,King Edward VI Aston School,Academy Converter,Academy converter,1.0,,1.0,1.0,1.0,1.0,Yes,9.0,1.0,ITS308356,12/03/2008,13/03/2008,14/04/2008,No,103555.0,3305408.0,King Edward VI Aston School,Voluntary Aided School,1.0,,9.0,9.0,9.0,1.0,9,9.0,1.0
12456,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137044,137044.0,3305406.0,King Edward VI Camp Hill School for Girls,Secondary,Academy Converter,01/08/2011,Selective,Has a sixth form,Christian,Does not apply,Christian,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",16826.0,King Edward VI Academy Trust Birmingham,3623.0,King Edward VI Foundation,B14 7QJ,,3.0,1099.0,11.0,18.0,,,,,,,,,,,,,10199414,S5 Inspection,S5 Inspection,Schools - S5,17/11/2021,18/11/2021,25/01/2022,Yes,137044.0,3305406.0,King Edward VI Camp Hill School for Girls,Academy Converter,Academy converter,1.0,,1.0,1.0,1.0,1.0,Yes,9.0,1.0,ITS302343,02/05/2007,03/05/2007,25/05/2007,No,103553.0,3305406.0,King Edward VI Camp Hill School for Girls,Voluntary Aided School,1.0,,9.0,9.0,9.0,1.0,9,9.0,1.0
12457,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137045,137045.0,3305407.0,King Edward VI Camp Hill School for Boys,Secondary,Academy Converter,01/08/2011,Selective,Has a sixth form,Christian,Does not apply,Christian,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",16826.0,King Edward VI Academy Trust Birmingham,3623.0,King Edward VI Foundation,B14 7QJ,,3.0,947.0,11.0,18.0,,,,,,,,,,,,,ITS323859,Section 5 RTI Historic,Section 5 RTI Historic,Schools - S5,29/04/2009,29/04/2009,10/06/2009,No,103554.0,3305407.0,King Edward VI Camp Hill School for Boys,Voluntary Aided School,Academy Converter,1.0,,9.0,9.0,9.0,1.0,9,9.0,1.0,ITS276951,16/05/2006,16/05/2006,19/09/2006,No,103554.0,3305407.0,King Edward VI Camp Hill School for Boys,Voluntary Aided School,1.0,,9.0,9.0,9.0,1.0,9,9.0,2.0
12458,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137046,137046.0,3305405.0,King Edward VI Five Ways School,Secondary,Academy Converter,01/08/2011,Selective,Has a sixth form,Christian,Does not apply,Christian,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",16826.0,King Edward VI Academy Trust Birmingham,3623.0,King Edward VI Foundation,B32 4BT,,3.0,1305.0,11.0,18.0,,,,,,,,,,,,,ITS323858,S5 Inspection,S5 Inspection,Schools - S5,26/11/2008,27/11/2008,18/12/2008,No,103552.0,3305405.0,King Edward VI Five Ways School,Voluntary Aided School,Academy Converter,1.0,,9.0,9.0,9.0,1.0,9,9.0,1.0,ITS276950,23/11/2005,24/11/2005,14/03/2006,No,103552.0,3305405.0,King Edward VI Five Ways School,Voluntary Aided School,1.0,,9.0,9.0,9.0,1.0,9,9.0,1.0
12459,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137047,137047.0,3305404.0,King Edward VI Handsworth School,Secondary,Academy Converter,01/08/2011,Selective,Has a sixth form,Christian,Does not apply,Christian,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",16826.0,King Edward VI Academy Trust Birmingham,3623.0,King Edward VI Foundation,B21 9AR,,4.0,1223.0,11.0,18.0,,,,,,,,,,,,,ITS440675,Exempt School Inspection,Section 8 deemed section 5,Schools - S8 deemed S5,04/02/2014,05/02/2014,28/02/2014,Yes,137047.0,3305404.0,King Edward VI Handsworth School,Academy Converter,Academy converter,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS308355,16/04/2008,16/04/2008,07/05/2008,No,103551.0,3305404.0,King Edward VI Handsworth School,Voluntary Aided School,1.0,,9.0,9.0,9.0,1.0,9,9.0,1.0
12464,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137053,137053.0,3304331.0,Plantsbrook School,Secondary,Academy Converter,01/08/2011,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Sutton Coldfield,4210.0,BROADLEAF PARTNERSHIP TRUST,4211.0,Plantsbrook School,B72 1RB,,2.0,1519.0,11.0,18.0,,,,,,,,,,,,,10058479,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,04/06/2019,05/06/2019,03/07/2019,Yes,137053.0,3304331.0,Plantsbrook School,Academy Converter,Academy converter,2.0,,9.0,9.0,9.0,2.0,Yes,9.0,1.0,10025592,08/11/2016,09/11/2016,13/12/2016,Yes,137053.0,3304331.0,Plantsbrook School,Academy Converter,3.0,,9.0,9.0,9.0,3.0,Yes,9.0,2.0
12551,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137155,137155.0,3305201.0,The Deanery Church of England Primary School,Primary,Academy Converter,01/08/2011,Not applicable,Not applicable,Church of England,Does not apply,Christian,West Midlands,West Midlands,Birmingham,Sutton Coldfield,,,,,B76 2RD,,1.0,459.0,2.0,11.0,,,,,,,,,,,,,ITS412419,S5 Inspection,S5 Inspection,Schools - S5,12/06/2013,13/06/2013,04/07/2013,Yes,137155.0,3305201.0,The Deanery Church of England Primary School,Academy Converter,Academy converter,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS308350,02/07/2008,02/07/2008,03/09/2008,No,103542.0,3305201.0,The Deanery Church of England Voluntary Aided Primary School,Voluntary Aided School,1.0,,9.0,9.0,9.0,1.0,9,2.0,9.0
12563,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137168,137168.0,3302481.0,Rookery School,Primary,Academy Converter,01/08/2011,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B21 9PY,,5.0,461.0,3.0,11.0,,,,,,,,,,,,,10268945,S5 Inspection,S5 Inspection,Schools - S5,21/06/2023,22/06/2023,13/09/2023,Yes,137168.0,3302481.0,Rookery School,Academy Converter,Academy converter,2.0,,2.0,2.0,1.0,2.0,Yes,1.0,9.0,ITS412355,03/07/2013,04/07/2013,18/07/2013,Yes,137168.0,3302481.0,Rookery School,Academy Converter,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
12711,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137346,137346.0,3304012.0,Hillcrest School and Sixth Form Centre,Secondary,Academy Converter,01/09/2011,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B32 3AE,,5.0,614.0,11.0,18.0,10240790.0,Yes,137346.0,3304012.0,Hillcrest School and Sixth Form Centre,Academy Converter,2.0,28/09/2022,15/11/2022,No,School remains Good,,ITS427192,S5 Inspection,S5 Inspection,Schools - S5,26/09/2013,27/09/2013,16/10/2013,Yes,137346.0,3304012.0,Hillcrest School and Sixth Form Centre,Academy Converter,Academy converter,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS395711,17/05/2012,18/05/2012,20/11/2012,Yes,137346.0,3304012.0,Hillcrest School and Sixth Form Centre,Academy Converter,3.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
12838,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137492,137492.0,3302032.0,Nishkam Primary School Birmingham,Primary,Free School,06/09/2011,Not applicable,Does not have a sixth form,Sikh,None,Other faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",4005.0,Nishkam School Trust,,,B21 9SN,,4.0,421.0,4.0,11.0,,,,,,,,,,,,,ITS462593,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,23/04/2015,24/04/2015,08/06/2015,Yes,137492.0,3302032.0,Nishkam Primary School Birmingham,Free School,Free school,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0,ITS400341,11/06/2013,12/06/2013,18/07/2013,Yes,137492.0,3302032.0,Nishkam Primary School Birmingham,Free School,3.0,,9.0,9.0,9.0,3.0,9,9.0,9.0
12893,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137578,137578.0,3304001.0,Ark Kings Academy,Secondary,Academy Sponsor Led,01/09/2012,Not applicable,Has a sixth form,None,None,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",2157.0,ARK SCHOOLS,2156.0,ARK Schools,B38 9DE,,5.0,894.0,4.0,18.0,,,,,,,,,,,,2.0,10211651,S5 Inspection,S5 Inspection,Schools - S5,08/02/2022,09/02/2022,05/05/2022,Yes,137578.0,3304001.0,Ark Kings Academy,Academy Sponsor Led,Academy sponsor led,4.0,SM,4.0,4.0,4.0,4.0,No,2.0,9.0,10020037,04/10/2016,05/10/2016,22/11/2016,Yes,137578.0,3304001.0,Ark Kings Academy,Academy Sponsor Led,2.0,,9.0,9.0,9.0,2.0,Yes,9.0,9.0
13055,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137796,137796.0,3301000.0,Selly Oak Nursery School,Nursery,LA Nursery School,01/01/2012,Unknown,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B29 6BP,,3.0,74.0,2.0,7.0,10268975.0,Yes,137796.0,3301000.0,Selly Oak Nursery School,LA Nursery School,2.0,26/04/2023,18/06/2023,No,School remains Outstanding,,ITS400310,S5 Inspection,S5 Inspection,Schools - S5,12/06/2013,13/06/2013,03/07/2013,Yes,137796.0,3301000.0,Selly Oak Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS336019,05/05/2010,06/05/2010,27/05/2010,No,103149.0,3301801.0,Selly Oak Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
13093,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137858,137858.0,3305409.0,Hall Green School,Secondary,Academy Converter,01/02/2012,Non-selective,Does not have a sixth form,None,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B28 0AA,,4.0,903.0,11.0,16.0,10111734.0,Yes,137858.0,3305409.0,Hall Green School,Academy Converter,2.0,10/10/2019,17/11/2019,No,School remains Good,,ITS376931,S5 Inspection,S5 Inspection,Schools - S5,27/09/2011,28/09/2011,18/10/2011,No,103556.0,3305409.0,Hall Green School,Foundation School,Academy Converter,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS323860,06/11/2008,07/11/2008,25/11/2008,No,103556.0,3305409.0,Hall Green School,Foundation School,3.0,,9.0,9.0,9.0,3.0,9,9.0,9.0
13201,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137988,137988.0,3304660.0,Bishop Vesey's Grammar School,Secondary,Academy Converter,01/04/2012,Selective,Has a sixth form,None,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Sutton Coldfield,,,,,B74 2NH,,2.0,1309.0,11.0,18.0,,,,,,,,,,,,,ITS449783,S5 Inspection,S5 Inspection,Schools - S5,08/10/2014,09/10/2014,24/10/2014,Yes,137988.0,3304660.0,Bishop Vesey's Grammar School,Academy Converter,Academy converter,1.0,,9.0,9.0,9.0,1.0,9,9.0,1.0,ITS336102,28/04/2010,29/04/2010,18/05/2010,No,103535.0,3304660.0,Bishop Vesey's Grammar School,Voluntary Aided School,2.0,,9.0,9.0,9.0,2.0,9,9.0,1.0
13265,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138059,138059.0,3304323.0,Rockwood Academy,Secondary,Academy Converter,01/04/2012,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",4145.0,CORE EDUCATION TRUST,4144.0,Core Education Trust,B8 3HG,,5.0,953.0,11.0,16.0,10111741.0,Yes,138059.0,3304323.0,Rockwood Academy,Academy Converter,1.0,14/11/2019,10/12/2019,No,School remains Good,1.0,10008202,Special Measures S5 ReInspection,Special Measures S5 ReInspection,Schools - S5,16/03/2016,17/03/2016,21/04/2016,Yes,138059.0,3304323.0,Rockwood Academy,Academy Converter,Academy converter,2.0,,9.0,9.0,9.0,2.0,Yes,9.0,9.0,ITS443507,05/03/2014,18/03/2014,09/06/2014,Yes,138059.0,3304323.0,Rockwood Academy,Academy Converter,4.0,SM,9.0,9.0,9.0,4.0,9,9.0,9.0
13297,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138104,138104.0,3302195.0,Timberley Academy,Primary,Academy Converter,01/05/2012,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",,,,,B34 7RL,,5.0,685.0,3.0,11.0,10047447.0,Yes,138104.0,3302195.0,Timberley Academy,Academy Converter,1.0,06/06/2018,28/06/2018,No,School remains Good,,ITS440425,S8 No Formal Designation Visit,Section 8 deemed section 5,Schools - S8 deemed S5,22/01/2014,23/01/2014,14/02/2014,Yes,138104.0,3302195.0,Timberley Academy,Academy Converter,Academy converter,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS355352,13/09/2010,14/09/2010,22/02/2011,No,103269.0,3302195.0,Timberley Primary School,Community School,2.0,,9.0,9.0,9.0,1.0,9,2.0,9.0
13321,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138136,138136.0,3304307.0,The Arthur Terry School,Secondary,Academy Converter,01/05/2012,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Sutton Coldfield,2166.0,The Arthur Terry Learning Partnership,4933.0,The Arthur Terry Learning Partnership,B74 4RZ,,1.0,1730.0,11.0,18.0,,,,,,,,,,,,,10242478,S5 Inspection,S5 Inspection,Schools - S5,15/11/2022,16/11/2022,15/01/2023,Yes,138136.0,3304307.0,The Arthur Terry School,Academy Converter,Academy converter,2.0,,2.0,1.0,1.0,1.0,Yes,9.0,1.0,ITS323850,25/02/2009,25/02/2009,17/03/2009,No,103523.0,3304307.0,The Arthur Terry School,Community School,1.0,,9.0,9.0,9.0,1.0,9,9.0,1.0
13322,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138137,138137.0,3304206.0,Stockland Green School,Secondary,Academy Converter,01/05/2012,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",2166.0,The Arthur Terry Learning Partnership,4933.0,The Arthur Terry Learning Partnership,B23 7JH,,5.0,745.0,11.0,16.0,10256997.0,Yes,138137.0,3304206.0,Stockland Green School,Academy Converter,1.0,15/02/2023,30/03/2023,No,School remains Good,,10032613,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,21/11/2017,22/11/2017,20/12/2017,Yes,138137.0,3304206.0,Stockland Green School,Academy Converter,Academy converter,2.0,,9.0,9.0,9.0,2.0,Yes,9.0,9.0,ITS454146,19/03/2015,20/03/2015,22/04/2015,Yes,138137.0,3304206.0,Stockland Green School,Academy Converter,3.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
13368,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138194,138194.0,3302036.0,Erdington Hall Primary School,Primary,Academy Sponsor Led,01/06/2012,Not applicable,Not applicable,None,None,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",4004.0,SUMMIT LEARNING TRUST,4003.0,Summit Learning Trust,B24 8JJ,,5.0,372.0,3.0,11.0,10132692.0,Yes,138194.0,3302036.0,Erdington Hall Primary School,Academy Sponsor Led,1.0,09/01/2020,06/02/2020,No,School remains Good,,10012380,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,24/05/2016,25/05/2016,24/06/2016,Yes,138194.0,3302036.0,Erdington Hall Primary School,Academy Sponsor Led,Academy sponsor led,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS408824,08/04/2014,09/04/2014,15/05/2014,Yes,138194.0,3302036.0,Erdington Hall Primary School,Academy Sponsor Led,3.0,,9.0,9.0,9.0,3.0,9,9.0,9.0
13387,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138218,138218.0,3302065.0,Dorrington Academy,Primary,Academy Converter,01/06/2012,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B42 1QR,,4.0,652.0,3.0,11.0,,,,,,,,,,,,,10088516,S5 Inspection,S5 Inspection,Schools - S5,06/11/2019,07/11/2019,08/12/2019,Yes,138218.0,3302065.0,Dorrington Academy,Academy Converter,Academy converter,1.0,,1.0,1.0,1.0,1.0,Yes,1.0,9.0,ITS440694,11/03/2014,12/03/2014,28/03/2014,Yes,138218.0,3302065.0,Dorrington Academy,Academy Converter,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
13391,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138222,138222.0,3304003.0,Aston University Engineering Academy,Secondary,University Technical College,28/08/2012,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",,,,,B7 4AG,,5.0,713.0,13.0,19.0,,,,,,,,,,,,,10211750,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,12/01/2022,13/01/2022,03/02/2022,Yes,138222.0,3304003.0,Aston University Engineering Academy,University Technical College,Academy sponsor led,2.0,,2.0,2.0,1.0,2.0,Yes,9.0,2.0,10042911,13/02/2018,14/02/2018,19/04/2018,Yes,138222.0,3304003.0,Aston University Engineering Academy,University Technical College,3.0,,9.0,9.0,9.0,3.0,Yes,9.0,2.0
13432,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138281,138281.0,3307031.0,Wilson Stuart School,Special,Academy Special Converter,01/07/2012,Not applicable,Has a sixth form,Does not apply,None,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",17204.0,EDUCATION IMPACT ACADEMY TRUST,17243.0,Education Impact Academy Trust,B23 7AT,,5.0,242.0,2.0,19.0,10082210.0,Yes,138281.0,3307031.0,Wilson Stuart School,Academy Special Converter,1.0,20/03/2019,06/05/2019,No,School remains Outstanding,,ITS448157,S5 Inspection,S5 Inspection,Schools - S5,04/02/2015,05/02/2015,02/03/2015,Yes,138281.0,3307031.0,Wilson Stuart School,Academy Special Converter,Academy converter,1.0,,9.0,9.0,9.0,1.0,9,1.0,1.0,ITS336115,28/04/2010,29/04/2010,20/05/2010,No,103612.0,3307031.0,Wilson Stuart School,Community Special School,1.0,,9.0,9.0,9.0,1.0,9,1.0,1.0
13454,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138303,138303.0,3302068.0,Warren Farm Primary School,Primary,Academy Converter,01/07/2012,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B44 0DT,,5.0,327.0,3.0,11.0,,,,,,,,,,,,,10111703,S5 Inspection,S5 Inspection,Schools - S5,11/09/2019,12/09/2019,10/10/2019,Yes,138303.0,3302068.0,Warren Farm Primary School,Academy Converter,Academy converter,3.0,,3.0,2.0,2.0,3.0,Yes,2.0,9.0,ITS355338,29/11/2010,30/11/2010,27/01/2011,No,103197.0,3302068.0,Warren Farm Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
13528,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138395,138395.0,3302047.0,Chilwell Croft Academy,Primary,Academy Sponsor Led,01/09/2012,Not applicable,Not applicable,Does not apply,None,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",3047.0,Equitas Academies Trust,3046.0,Equitas Academies Trust,B19 2QH,,5.0,393.0,4.0,11.0,,,,,,,,,,,,,10058480,Requires Improvement S5 Reinspection Visit 2,Requires Improvement S5 Reinspection Visit 2,Schools - S5,16/01/2019,17/01/2019,07/02/2019,Yes,138395.0,3302047.0,Chilwell Croft Academy,Academy Sponsor Led,Academy sponsor led,2.0,,9.0,9.0,9.0,2.0,Yes,3.0,9.0,10012425,04/10/2016,05/10/2016,07/11/2016,Yes,138395.0,3302047.0,Chilwell Croft Academy,Academy Sponsor Led,3.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0
