,Web Link,URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy sponsor name,Postcode,Number of warning notices issued in 2022/23 academic year,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Latest ungraded inspection number since last graded inspection,Does the ungraded inspection relate to the URN of the current school?,URN at time of the ungraded inspection,LAESTAB at time of the ungraded inspection,School name at time of the ungraded inspection,School type at time of the ungraded inspection,Number of ungraded inspections since the last graded inspection,Date of latest ungraded inspection,Ungraded inspection publication date,Did the latest ungraded inspection convert to a graded inspection?,Ungraded inspection overall outcome,Number of monitoring and urgent inspections since last graded inspection,Inspection number of latest graded inspection,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Inspection end date,Publication date,Does the latest graded inspection relate to the URN of the current school?,URN at time of latest graded inspection,LAESTAB at time of latest graded inspection,School name at time of latest graded inspection,School type at time of latest graded inspection,Current school type used for chart C6,Overall effectiveness,Category of concern,Quality of education,Behaviour and attitudes,Personal development,Effectiveness of leadership and management,Safeguarding is effective?,Early years provision (where applicable),Sixth form provision (where applicable),Previous inspection number,Previous inspection start date,Previous inspection end date,Previous publication date,Does the previous graded inspection relate to the URN of the current school?,URN at time of previous graded inspection,LAESTAB at time of previous graded inspection,School name at time of previous graded inspection,School type at time of previous graded inspection,Previous graded inspection overall effectiveness,Previous category of concern,Previous quality of education,Previous behaviour and attitudes,Previous personal development,Previous effectiveness of leadership and management,Previous safeguarding is effective?,Previous early years provision (where applicable),Previous sixth form provision (where applicable)
1402,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103120,103120.0,3301001.0,Bordesley Green East Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Yardley",,,,,B33 8QB,,5.0,94.0,2.0,5.0,10080827.0,Yes,103120.0,3301001.0,Bordesley Green East Nursery School,LA Nursery School,1.0,05/03/2019,24/03/2019,No,School remains Good,,ITS449512,S5 Inspection,S5 Inspection,Schools - S5,21/01/2015,22/01/2015,24/02/2015,Yes,103120.0,3301001.0,Bordesley Green East Nursery School,LA Nursery School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0,ITS376823,21/03/2012,22/03/2012,19/04/2012,Yes,103120.0,3301001.0,Bordesley Green East Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,8.0,9.0
1403,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103121,103121.0,3301002.0,Brearley Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",,,,,B19 3XJ,,5.0,132.0,2.0,5.0,,,,,,,,,,,,,10210907,S5 Inspection,S5 Inspection,Schools - S5,15/03/2022,16/03/2022,11/05/2022,Yes,103121.0,3301002.0,Brearley Nursery School,LA Nursery School,Maintained school,1.0,,1.0,1.0,1.0,1.0,Yes,9.0,9.0,ITS448079,04/12/2014,05/12/2014,19/12/2014,Yes,103121.0,3301002.0,Brearley Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1404,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103122,103122.0,3301006.0,Garretts Green Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Yardley",,,,,B26 2JL,,3.0,73.0,2.0,5.0,,,,,,,,,,,,,10058495,S5 Inspection,S5 Inspection,Schools - S5,22/01/2019,23/01/2019,04/03/2019,Yes,103122.0,3301006.0,Garretts Green Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,Yes,9.0,9.0,ITS400583,01/11/2012,02/11/2012,22/11/2012,Yes,103122.0,3301006.0,Garretts Green Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1405,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103123,103123.0,3301008.0,Perry Beeches Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B42 2PX,,2.0,73.0,3.0,5.0,10268999.0,Yes,103123.0,3301008.0,Perry Beeches Nursery School,LA Nursery School,2.0,04/07/2023,21/09/2023,No,School remains Good (Concerns) - S5 Next,,ITS400584,S5 Inspection,S5 Inspection,Schools - S5,26/09/2012,27/09/2012,22/10/2012,Yes,103123.0,3301008.0,Perry Beeches Nursery School,LA Nursery School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS336012,05/05/2010,06/05/2010,27/05/2010,Yes,103123.0,3301008.0,Perry Beeches Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1406,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103124,103124.0,3301009.0,St Thomas Centre Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",,,,,B15 2AF,,5.0,114.0,2.0,5.0,10257041.0,Yes,103124.0,3301009.0,St Thomas Centre Nursery School,LA Nursery School,2.0,14/02/2023,30/03/2023,No,School remains Outstanding (Concerns) - S5 Next,,ITS426919,S5 Inspection,S5 Inspection,Schools - S5,11/12/2013,12/12/2013,21/01/2014,Yes,103124.0,3301009.0,St Thomas Centre Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS355322,13/10/2010,14/10/2010,08/11/2010,Yes,103124.0,3301009.0,St Thomas Centre Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1407,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103125,103125.0,3301010.0,Highfield Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",,,,,B8 3QU,,5.0,179.0,2.0,5.0,10025206.0,Yes,103125.0,3301010.0,Highfield Nursery School,LA Nursery School,1.0,13/03/2018,23/04/2018,No,School remains Good,,ITS431114,S5 Inspection,S5 Inspection,Schools - S5,26/02/2014,27/02/2014,19/03/2014,Yes,103125.0,3301010.0,Highfield Nursery School,LA Nursery School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS355323,12/07/2011,13/07/2011,06/09/2011,Yes,103125.0,3301010.0,Highfield Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1408,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103126,103126.0,3301012.0,Marsh Hill Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B23 7HG,,4.0,118.0,2.0,5.0,10019530.0,Yes,103126.0,3301012.0,Marsh Hill Nursery School,LA Nursery School,1.0,22/05/2018,27/06/2018,No,School remains Outstanding,,ITS427065,S5 Inspection,S5 Inspection,Schools - S5,12/12/2013,13/12/2013,15/02/2014,Yes,103126.0,3301012.0,Marsh Hill Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS355324,03/03/2011,04/03/2011,25/03/2011,Yes,103126.0,3301012.0,Marsh Hill Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1409,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103127,103127.0,3301014.0,West Heath Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",,,,,B31 3HB,,5.0,117.0,2.0,4.0,10019496.0,Yes,103127.0,3301014.0,West Heath Nursery School,LA Nursery School,1.0,07/11/2018,29/11/2018,No,School remains Good,,ITS426920,S5 Inspection,S5 Inspection,Schools - S5,03/10/2013,04/10/2013,23/10/2013,Yes,103127.0,3301014.0,West Heath Nursery School,LA Nursery School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS355325,19/10/2010,20/10/2010,12/11/2010,Yes,103127.0,3301014.0,West Heath Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1410,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103128,103128.0,3301015.0,Goodway Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B44 8RL,,3.0,95.0,2.0,5.0,,,,,,,,,,,,,10088512,S5 Inspection,S5 Inspection,Schools - S5,17/12/2019,18/12/2019,15/01/2020,Yes,103128.0,3301015.0,Goodway Nursery School,LA Nursery School,Maintained school,1.0,,1.0,1.0,1.0,1.0,Yes,9.0,9.0,ITS447910,11/09/2014,12/09/2014,23/10/2014,Yes,103128.0,3301015.0,Goodway Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1411,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103129,103129.0,3301016.0,Kings Norton Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",,,,,B38 8SY,,4.0,93.0,2.0,5.0,10047565.0,Yes,103129.0,3301016.0,Kings Norton Nursery School,LA Nursery School,1.0,19/04/2018,10/05/2018,No,School remains Outstanding,,ITS448080,S5 Inspection,S5 Inspection,Schools - S5,18/09/2014,19/09/2014,23/10/2014,Yes,103129.0,3301016.0,Kings Norton Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0,ITS376826,12/07/2012,13/07/2012,11/09/2012,Yes,103129.0,3301016.0,Kings Norton Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,8.0,9.0
1412,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103130,103130.0,3301017.0,Allens Croft Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B14 6RP,,4.0,148.0,2.0,5.0,10211263.0,Yes,103130.0,3301017.0,Allens Croft Nursery School,LA Nursery School,0.0,09/06/2022,11/10/2022,Yes,,,10211263,Section 8 inspection of good and outstanding schools,Section 8 conversion,Schools  Section 8 conversion,08/06/2022,09/06/2022,11/10/2022,Yes,103130.0,3301017.0,Allens Croft Nursery School,LA Nursery School,Maintained school,3.0,,2.0,2.0,2.0,3.0,Yes,9.0,9.0,ITS400585,30/01/2013,31/01/2013,26/02/2013,Yes,103130.0,3301017.0,Allens Croft Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0
1413,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103131,103131.0,3301018.0,Rubery Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",,,,,B45 9PB,,5.0,117.0,2.0,4.0,10058568.0,Yes,103131.0,3301018.0,Rubery Nursery School,LA Nursery School,1.0,12/03/2019,27/03/2019,No,School remains Good,,ITS447914,S5 Inspection,S5 Inspection,Schools - S5,04/12/2014,05/12/2014,06/01/2015,Yes,103131.0,3301018.0,Rubery Nursery School,LA Nursery School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0,ITS376827,12/01/2012,13/01/2012,02/02/2012,Yes,103131.0,3301018.0,Rubery Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,8.0,9.0
1414,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103132,103132.0,3301019.0,Washwood Heath Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",,,,,B8 2SY,,5.0,158.0,2.0,5.0,10058642.0,Yes,103132.0,3301019.0,Washwood Heath Nursery School,LA Nursery School,1.0,12/03/2019,03/04/2019,No,School remains Outstanding,,ITS448081,S5 Inspection,S5 Inspection,Schools - S5,25/11/2014,26/11/2014,16/12/2014,Yes,103132.0,3301019.0,Washwood Heath Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0,ITS376828,27/02/2012,28/02/2012,20/03/2012,Yes,103132.0,3301019.0,Washwood Heath Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1415,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103133,103133.0,3301020.0,Weoley Castle Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",,,,,B29 5QD,,5.0,158.0,2.0,5.0,10019529.0,Yes,103133.0,3301020.0,Weoley Castle Nursery School,LA Nursery School,1.0,26/06/2018,03/09/2018,No,School remains Outstanding,,ITS427066,S5 Inspection,S5 Inspection,Schools - S5,05/12/2013,06/12/2013,21/01/2014,Yes,103133.0,3301020.0,Weoley Castle Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS355326,16/02/2011,17/02/2011,15/03/2011,Yes,103133.0,3301020.0,Weoley Castle Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1416,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103134,103134.0,3301021.0,Highters Heath Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B14 4BH,,4.0,49.0,2.0,4.0,10047558.0,Yes,103134.0,3301021.0,Highters Heath Nursery School,LA Nursery School,1.0,12/06/2018,03/07/2018,No,School remains Good,,ITS447915,S5 Inspection,S5 Inspection,Schools - S5,11/09/2014,12/09/2014,23/10/2014,Yes,103134.0,3301021.0,Highters Heath Nursery School,LA Nursery School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0,ITS376829,22/09/2011,23/09/2011,07/10/2011,Yes,103134.0,3301021.0,Highters Heath Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1417,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103135,103135.0,3301022.0,Gracelands Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B11 1ED,,5.0,80.0,2.0,5.0,10082159.0,Yes,103135.0,3301022.0,Gracelands Nursery School,LA Nursery School,1.0,26/03/2019,08/05/2019,No,School remains Outstanding,,ITS447911,S5 Inspection,S5 Inspection,Schools - S5,21/01/2015,22/01/2015,10/02/2015,Yes,103135.0,3301022.0,Gracelands Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0,ITS376830,10/05/2012,11/05/2012,30/05/2012,Yes,103135.0,3301022.0,Gracelands Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,8.0,9.0
1418,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103136,103136.0,3301023.0,Jakeman Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B12 9NX,,5.0,105.0,2.0,5.0,,,,,,,,,,,,,10277524,S5 Inspection,S5 Inspection,Schools - S5,04/05/2023,05/05/2023,15/06/2023,Yes,103136.0,3301023.0,Jakeman Nursery School,LA Nursery School,Maintained school,1.0,,1.0,1.0,1.0,1.0,Yes,9.0,9.0,10010470,06/07/2016,07/07/2016,20/09/2016,Yes,103136.0,3301023.0,Jakeman Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,Yes,9.0,9.0
1419,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103137,103137.0,3301024.0,Lillian De Lissa Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B5 7LX,,5.0,110.0,2.0,5.0,,,,,,,,,,,,,10201055,S5 Inspection,S5 Inspection,Schools - S5,08/12/2021,09/12/2021,31/01/2022,Yes,103137.0,3301024.0,Lillian De Lissa Nursery School,LA Nursery School,Maintained school,1.0,,1.0,1.0,1.0,1.0,Yes,9.0,9.0,ITS448083,15/10/2014,16/10/2014,10/11/2014,Yes,103137.0,3301024.0,Lillian De Lissa Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1420,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103138,103138.0,3301025.0,Bloomsbury Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",,,,,B7 5BX,,5.0,109.0,2.0,5.0,10268949.0,Yes,103138.0,3301025.0,Bloomsbury Nursery School,LA Nursery School,2.0,10/05/2023,26/06/2023,No,School remains Outstanding,,ITS400586,S5 Inspection,S5 Inspection,Schools - S5,05/06/2013,06/06/2013,27/06/2013,Yes,103138.0,3301025.0,Bloomsbury Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS336014,09/03/2010,10/03/2010,31/03/2010,Yes,103138.0,3301025.0,Bloomsbury Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1421,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103139,103139.0,3301026.0,Featherstone Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B23 6AU,,4.0,93.0,2.0,4.0,10199582.0,Yes,103139.0,3301026.0,Featherstone Nursery School,LA Nursery School,2.0,22/09/2021,10/11/2021,No,School remains Good,,ITS400587,S5 Inspection,S5 Inspection,Schools - S5,07/11/2012,08/11/2012,28/11/2012,Yes,103139.0,3301026.0,Featherstone Nursery School,LA Nursery School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS336015,13/07/2010,14/07/2010,08/09/2010,Yes,103139.0,3301026.0,Featherstone Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1422,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103140,103140.0,3301027.0,Adderley Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",,,,,B8 1HN,,5.0,117.0,2.0,5.0,10269025.0,Yes,103140.0,3301027.0,Adderley Nursery School,LA Nursery School,2.0,20/04/2023,14/06/2023,No,School remains Outstanding,,ITS400588,S5 Inspection,S5 Inspection,Schools - S5,15/11/2012,16/11/2012,29/11/2012,Yes,103140.0,3301027.0,Adderley Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS336016,24/09/2009,25/09/2009,19/10/2009,Yes,103140.0,3301027.0,Adderley Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1423,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103141,103141.0,3301028.0,Newtown Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",,,,,B19 2NS,,5.0,114.0,2.0,5.0,10268915.0,Yes,103141.0,3301028.0,Newtown Nursery School,LA Nursery School,2.0,31/01/2023,15/03/2023,No,School remains Outstanding (Concerns) - S5 Next,,ITS400589,S5 Inspection,S5 Inspection,Schools - S5,29/01/2013,30/01/2013,27/02/2013,Yes,103141.0,3301028.0,Newtown Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS336017,18/03/2010,19/03/2010,21/04/2010,Yes,103141.0,3301028.0,Newtown Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1424,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103142,103142.0,3301038.0,Shenley Fields Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B31 1BU,,5.0,135.0,2.0,5.0,10058641.0,Yes,103142.0,3301038.0,Shenley Fields Nursery School,LA Nursery School,1.0,26/03/2019,06/05/2019,No,School remains Outstanding,,ITS447916,S5 Inspection,S5 Inspection,Schools - S5,05/11/2014,06/11/2014,18/11/2014,Yes,103142.0,3301038.0,Shenley Fields Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0,ITS376833,03/10/2011,04/10/2011,20/10/2011,Yes,103142.0,3301038.0,Shenley Fields Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1425,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103144,103144.0,3301048.0,Castle Vale Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B35 6DU,,5.0,154.0,2.0,5.0,10047566.0,Yes,103144.0,3301048.0,Castle Vale Nursery School,LA Nursery School,1.0,09/05/2018,14/06/2018,No,School remains Outstanding,,ITS448082,S5 Inspection,S5 Inspection,Schools - S5,18/09/2014,19/09/2014,23/10/2014,Yes,103144.0,3301048.0,Castle Vale Nursery School,LA Nursery School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0,ITS376834,28/05/2012,29/05/2012,19/06/2012,Yes,103144.0,3301048.0,Castle Vale Nursery School,LA Nursery School,1.0,,9.0,9.0,9.0,1.0,9,8.0,9.0
1426,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103145,103145.0,3301049.0,Osborne Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B23 6UB,,5.0,121.0,2.0,4.0,10268896.0,Yes,103145.0,3301049.0,Osborne Nursery School,LA Nursery School,2.0,10/05/2023,28/06/2023,No,School remains Good,,ITS400590,S5 Inspection,S5 Inspection,Schools - S5,12/09/2012,13/09/2012,18/10/2012,Yes,103145.0,3301049.0,Osborne Nursery School,LA Nursery School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS336018,22/03/2010,23/03/2010,26/04/2010,Yes,103145.0,3301049.0,Osborne Nursery School,LA Nursery School,3.0,,9.0,9.0,9.0,3.0,9,3.0,9.0
1427,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103146,103146.0,3301100.0,City of Birmingham School,PRU,Pupil Referral Unit,,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B11 4LX,,5.0,300.0,5.0,16.0,,,,,,,,,,,,,10202640,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,09/03/2022,10/03/2022,08/05/2022,Yes,103146.0,3301100.0,City of Birmingham School,Pupil Referral Unit,Maintained school,3.0,,3.0,2.0,2.0,2.0,Yes,9.0,9.0,10044267,14/03/2018,15/03/2018,18/04/2018,Yes,103146.0,3301100.0,City of Birmingham School,Pupil Referral Unit,3.0,,9.0,9.0,9.0,3.0,Yes,9.0,9.0
1428,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103150,103150.0,3301802.0,Edith Cadbury Nursery School,Nursery,LA Nursery School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",,,,,B29 5LB,,5.0,93.0,2.0,5.0,,,,,,,,,,,,,10122487,S5 Inspection,S5 Inspection,Schools - S5,04/02/2020,05/02/2020,26/05/2020,Yes,103150.0,3301802.0,Edith Cadbury Nursery School,LA Nursery School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,9.0,9.0,ITS447913,03/12/2014,04/12/2014,12/01/2015,Yes,103150.0,3301802.0,Edith Cadbury Nursery School,LA Nursery School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1429,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103157,103157.0,3302008.0,Shaw Hill Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",,,,,B8 3AN,,5.0,479.0,3.0,11.0,10256949.0,Yes,103157.0,3302008.0,Shaw Hill Primary School,Community School,1.0,14/03/2023,16/05/2023,No,School remains Outstanding,,10025270,Maintained Academy and School Short inspection,Section 8 conversion,Schools  Section 8 conversion,08/03/2017,09/03/2017,24/04/2017,Yes,103157.0,3302008.0,Shaw Hill Primary School,Community School,Maintained school,1.0,,9.0,9.0,9.0,1.0,Yes,1.0,9.0,ITS400036,06/06/2013,07/06/2013,27/06/2013,Yes,103157.0,3302008.0,Shaw Hill Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1430,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103159,103159.0,3302010.0,Adderley Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",,,,,B8 1DZ,,5.0,483.0,4.0,11.0,10205181.0,Yes,103159.0,3302010.0,Adderley Primary School,Community School,1.0,18/01/2023,08/03/2023,No,School remains Good,,10019994,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,13/12/2016,14/12/2016,24/01/2017,Yes,103159.0,3302010.0,Adderley Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS452173,16/09/2014,17/09/2014,08/10/2014,Yes,103159.0,3302010.0,Adderley Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,9,2.0,9.0
